"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability....ifelse.use_availability..TRUE..FALSE.","edr....ifelse.use_edr..TRUE..FALSE."
"Bewick's Wren",7190,6079019.25604811,6078510.6978045,5339496.99342749,6833306.39071459,5063509.12459796,7138161.62075234,6079019.25604811,6078510.6978045,5339496.99342749,6833306.39071459,5063509.12459796,7138161.62075234,4347106.67,4346743,3818274.3,4886497.4,3620915.375,5104499.375,6080000,6080000,5340000,6830000,5060000,7140000,6080000,6080000,5340000,6830000,5060000,7140000,4350000,4350000,3820000,4890000,3620000,5100000,2,2,2,2,2,FALSE,FALSE
"House Wren",7210,175095599.889094,174076761.55268,165815259.519408,184940208.872458,159735809.981516,189457601.016636,175095599.889094,174076761.55268,165815259.519408,184940208.872458,159735809.981516,189457601.016636,47363359.77,47087764,44853027.7,50026326.5,43208536.6,51248281.075,1.75e+08,1.74e+08,1.66e+08,1.85e+08,1.6e+08,1.89e+08,1.75e+08,1.74e+08,1.66e+08,1.85e+08,1.6e+08,1.89e+08,47400000,47100000,44900000,5e+07,43200000,51200000,1,1,1,1,1,FALSE,FALSE
"Pacific Wren",7221,7691226.02,7595264,6222681.5,9468217.7,5384820.475,10301586.175,7691226.02,7595264,6222681.5,9468217.7,5384820.475,10301586.175,7691226.02,7595264,6222681.5,9468217.7,5384820.475,10301586.175,7690000,7600000,6220000,9470000,5380000,10300000,7690000,7600000,6220000,9470000,5380000,10300000,7690000,7600000,6220000,9470000,5380000,10300000,2,2,2,2,2,FALSE,FALSE
"Winter Wren",7222,9520381.91,9294726,8414814.5,10715373.8,7875693.15,11811916.175,9520381.91,9294726,8414814.5,10715373.8,7875693.15,11811916.175,9520381.91,9294726,8414814.5,10715373.8,7875693.15,11811916.175,9520000,9290000,8410000,10700000,7880000,11800000,9520000,9290000,8410000,10700000,7880000,11800000,9520000,9290000,8410000,10700000,7880000,11800000,2,2,2,2,2,FALSE,FALSE
"Sedge Wren",7240,18044962.6573427,17856216.7832168,16052746.8531469,20057458.041958,15523886.3636364,20989252.0979021,18044962.6573427,17856216.7832168,16052746.8531469,20057458.041958,15523886.3636364,20989252.0979021,5160859.32,5106878,4591085.6,5736433,4439831.5,6002926.1,1.8e+07,17900000,16100000,20100000,15500000,2.1e+07,1.8e+07,17900000,16100000,20100000,15500000,2.1e+07,5160000,5110000,4590000,5740000,4440000,6e+06,2,2,2,2,2,FALSE,FALSE
"Marsh Wren",7250,11645696.1942257,11157555.5219059,9273863.51706037,14461194.7304664,8317468.52917424,16776756.8645265,11645696.1942257,11157555.5219059,9273863.51706037,14461194.7304664,8317468.52917424,16776756.8645265,11536226.65,11052674.5,9186689.2,14325259.5,8239284.325,16619055.35,11600000,11200000,9270000,14500000,8320000,16800000,11600000,11200000,9270000,14500000,8320000,16800000,11500000,11100000,9190000,14300000,8240000,16600000,2,2,2,2,2,FALSE,FALSE
"Brown Creeper",7260,9368470.46506502,9375911.39519506,8405018.29402689,10261097.2007935,8230109.02027772,10735300.6116376,9368470.46506502,9375911.39519506,8405018.29402689,10261097.2007935,8230109.02027772,10735300.6116376,8500950.1,8507702,7626713.6,9310919.6,7468000.925,9741211.775,9370000,9380000,8410000,10300000,8230000,10700000,9370000,9380000,8410000,10300000,8230000,10700000,8500000,8510000,7630000,9310000,7470000,9740000,2,2,2,2,2,FALSE,FALSE
"White-breasted Nuthatch",7270,11583984.3743079,11607695.4595792,11025444.2967885,12082539.4241417,10829621.5393134,12630431.5614618,11583984.3743079,11607695.4595792,11025444.2967885,12082539.4241417,10829621.5393134,12630431.5614618,10460337.89,10481749,9955976.2,10910533.1,9779148.25,11405279.7,11600000,11600000,1.1e+07,12100000,10800000,12600000,11600000,11600000,1.1e+07,12100000,10800000,12600000,10500000,10500000,9960000,10900000,9780000,11400000,2,2,2,2,2,FALSE,FALSE
"Red-breasted Nuthatch",7280,20770400.04,20751153,19533587,22179842.6,18853467.05,22914063.6,20770400.04,20751153,19533587,22179842.6,18853467.05,22914063.6,20770400.04,20751153,19533587,22179842.6,18853467.05,22914063.6,20800000,20800000,19500000,22200000,18900000,22900000,20800000,20800000,19500000,22200000,18900000,22900000,20800000,20800000,19500000,22200000,18900000,22900000,2,2,2,2,2,FALSE,FALSE
"Brown-headed Nuthatch",7290,1488781.47777333,1480920.60472567,1373650.18021626,1625801.26151382,1303618.24189027,1687855.30136163,1488781.47777333,1480920.60472567,1373650.18021626,1625801.26151382,1303618.24189027,1687855.30136163,1486994.94,1479143.5,1372001.8,1623850.3,1302053.9,1685829.875,1490000,1480000,1370000,1630000,1300000,1690000,1490000,1480000,1370000,1630000,1300000,1690000,1490000,1480000,1370000,1620000,1300000,1690000,3,3,3,3,3,FALSE,FALSE
"Pygmy Nuthatch",7300,4157819.52369139,4144595.01364426,3326355.24683701,4887023.07119821,3031192.72513024,5309187.23641776,4157819.52369139,4144595.01364426,3326355.24683701,4887023.07119821,3031192.72513024,5309187.23641776,3352034.1,3341372.5,2681707.6,3939918,2443747.575,4280266.75,4160000,4140000,3330000,4890000,3030000,5310000,4160000,4140000,3330000,4890000,3030000,5310000,3350000,3340000,2680000,3940000,2440000,4280000,3,3,3,3,2,FALSE,FALSE
"Tufted Titmouse",7310,12273884.56,12238341,11687794.5,13059614.4,11352854.25,13434161.775,12273884.56,12238341,11687794.5,13059614.4,11352854.25,13434161.775,12273884.56,12238341,11687794.5,13059614.4,11352854.25,13434161.775,12300000,12200000,11700000,13100000,11400000,13400000,12300000,12200000,11700000,13100000,11400000,13400000,12300000,12200000,11700000,13100000,11400000,13400000,2,2,2,2,2,FALSE,FALSE
"Black-crested Titmouse",7320,1259503.37979759,1211677.48711094,958856.597288524,1635741.26408249,884594.13786519,1741849.29348864,1259503.37979759,1211677.48711094,958856.597288524,1635741.26408249,884594.13786519,1741849.29348864,659601.92,634555.5,502153.2,856637.7,463261.95,912206.475,1260000,1210000,959000,1640000,885000,1740000,1260000,1210000,959000,1640000,885000,1740000,660000,635000,502000,857000,463000,912000,3,3,3,3,3,FALSE,FALSE
"Oak Titmouse",7330,652902.77621036,597068.051010044,475203.363051574,902397.246360456,429515.884211714,1018885.73524433,652902.77621036,597068.051010044,475203.363051574,902397.246360456,429515.884211714,1018885.73524433,578537.15,529062,421077.7,799614.2,380594.025,902834.65,653000,597000,475000,902000,430000,1020000,653000,597000,475000,902000,430000,1020000,579000,529000,421000,8e+05,381000,903000,3,4,3,4,3,FALSE,FALSE
"Juniper Titmouse",7331,309609.997986307,317051.449859041,242130.084575111,371341.018928715,224972.236206202,420376.28372936,309609.997986307,317051.449859041,242130.084575111,371341.018928715,224972.236206202,420376.28372936,307504.65,314895.5,240483.6,368815.9,223442.425,417517.725,310000,317000,242000,371000,225000,420000,310000,317000,242000,371000,225000,420000,308000,315000,240000,369000,223000,418000,4,4,4,4,4,FALSE,FALSE
"Bridled Titmouse",7340,459035.399551904,410373.412994772,224589.245705751,725055.265123226,183403.286034354,845319.454817027,459035.399551904,410373.412994772,224589.245705751,725055.265123226,183403.286034354,845319.454817027,61464.84,54949,30072.5,97084.9,24557.7,113188.275,459000,410000,225000,725000,183000,845000,459000,410000,225000,725000,183000,845000,61500,54900,30100,97100,24600,113000,4,4,3,4,3,FALSE,FALSE
"Black-capped Chickadee",7350,43291143.47,43259432.5,40954077.6,45528790.5,40379320.225,46659689,43291143.47,43259432.5,40954077.6,45528790.5,40379320.225,46659689,43291143.47,43259432.5,40954077.6,45528790.5,40379320.225,46659689,43300000,43300000,4.1e+07,45500000,40400000,46700000,43300000,43300000,4.1e+07,45500000,40400000,46700000,43300000,43300000,4.1e+07,45500000,40400000,46700000,2,2,2,2,2,FALSE,FALSE
"Carolina Chickadee",7360,12649103.92,12648750.5,11942969.8,13318285.1,11795166.65,13752561.8,12649103.92,12648750.5,11942969.8,13318285.1,11795166.65,13752561.8,12649103.92,12648750.5,11942969.8,13318285.1,11795166.65,13752561.8,12600000,12600000,11900000,13300000,11800000,13800000,12600000,12600000,11900000,13300000,11800000,13800000,12600000,12600000,11900000,13300000,11800000,13800000,2,2,2,2,2,FALSE,FALSE
"Mountain Chickadee",7380,7821668.28,7824363,6967602.1,8872635.4,6514858.925,9194261.2,7821668.28,7824363,6967602.1,8872635.4,6514858.925,9194261.2,7821668.28,7824363,6967602.1,8872635.4,6514858.925,9194261.2,7820000,7820000,6970000,8870000,6510000,9190000,7820000,7820000,6970000,8870000,6510000,9190000,7820000,7820000,6970000,8870000,6510000,9190000,2,2,2,2,2,FALSE,FALSE
"Boreal Chickadee",7400,12627829.17,12522046,10666595.6,14371356.3,9941557.7,15976216.125,12627829.17,12522046,10666595.6,14371356.3,9941557.7,15976216.125,12627829.17,12522046,10666595.6,14371356.3,9941557.7,15976216.125,12600000,12500000,10700000,14400000,9940000,1.6e+07,12600000,12500000,10700000,14400000,9940000,1.6e+07,12600000,12500000,10700000,14400000,9940000,1.6e+07,2,2,2,2,2,FALSE,FALSE
"Chestnut-backed Chickadee",7410,13631358.95,13389589,11094781.4,16364697.6,10163382.425,17711676.075,13631358.95,13389589,11094781.4,16364697.6,10163382.425,17711676.075,13631358.95,13389589,11094781.4,16364697.6,10163382.425,17711676.075,13600000,13400000,11100000,16400000,10200000,17700000,13600000,13400000,11100000,16400000,10200000,17700000,13600000,13400000,11100000,16400000,10200000,17700000,2,2,2,2,2,FALSE,FALSE
"Wrentit",7420,1819709.57184247,1681719.60510784,1333135.42225561,2339090.24573452,1173108.4880352,3082517.41066638,1819709.57184247,1681719.60510784,1333135.42225561,2339090.24573452,1173108.4880352,3082517.41066638,1695787.35,1567194.5,1242348.9,2179798.2,1093219.8,2872597.975,1820000,1680000,1330000,2340000,1170000,3080000,1820000,1680000,1330000,2340000,1170000,3080000,1700000,1570000,1240000,2180000,1090000,2870000,3,3,3,3,3,FALSE,FALSE
"Bushtit",7430,3074827.8158668,3024956.62515741,2655460.4729257,3597520.77794879,2524682.80397369,3762725.54918147,3074827.8158668,3024956.62515741,2655460.4729257,3597520.77794879,2524682.80397369,3762725.54918147,2197579.44,2161936.5,1897857.6,2571148.1,1804390.8,2689219.95,3070000,3020000,2660000,3600000,2520000,3760000,3070000,3020000,2660000,3600000,2520000,3760000,2200000,2160000,1900000,2570000,1800000,2690000,3,3,3,3,3,FALSE,FALSE
"Verdin",7460,9215534.75986686,9131225.63005231,7528341.17926771,11179712.3157394,6910417.20161674,11791410.6633381,9215534.75986686,9131225.63005231,7528341.17926771,11179712.3157394,6910417.20161674,11791410.6633381,3876053.92,3840593.5,3166420.3,4702187,2906521.475,4959467.325,9220000,9130000,7530000,11200000,6910000,11800000,9220000,9130000,7530000,11200000,6910000,11800000,3880000,3840000,3170000,4700000,2910000,4960000,2,2,2,2,2,FALSE,FALSE
"Arctic Warbler",7470,66130298.1,61947580,34991590,105740869,21438939.75,132660389.5,6613029.81,6194758,3499159,10574086.9,2143893.975,13266038.95,6613029.81,6194758,3499159,10574086.9,2143893.975,13266038.95,66100000,61900000,3.5e+07,1.06e+08,21400000,1.33e+08,6610000,6190000,3500000,10600000,2140000,13300000,6610000,6190000,3500000,10600000,2140000,13300000,1,2,1,2,1,FALSE,FALSE
"Golden-crowned Kinglet",7480,138000040.937563,137911405.839564,116245628.308749,159702751.363912,109526440.947666,167081765.053546,138000040.937563,137911405.839564,116245628.308749,159702751.363912,109526440.947666,167081765.053546,136592440.52,136504709.5,115059922.9,158073783.3,108409271.25,165377531.05,1.38e+08,1.38e+08,1.16e+08,1.6e+08,1.1e+08,1.67e+08,1.38e+08,1.38e+08,1.16e+08,1.6e+08,1.1e+08,1.67e+08,1.37e+08,1.37e+08,1.15e+08,1.58e+08,1.08e+08,1.65e+08,1,1,1,1,1,FALSE,FALSE
"Ruby-crowned Kinglet",7490,99699668.88,100081196,90042009,109438779.5,86346764.525,112136220.425,99699668.88,100081196,90042009,109438779.5,86346764.525,112136220.425,99699668.88,100081196,90042009,109438779.5,86346764.525,112136220.425,99700000,1e+08,9e+07,1.09e+08,86300000,1.12e+08,99700000,1e+08,9e+07,1.09e+08,86300000,1.12e+08,99700000,1e+08,9e+07,1.09e+08,86300000,1.12e+08,1,1,1,1,1,FALSE,FALSE
"Blue-gray Gnatcatcher",7510,315408830.786974,312624470.149254,285995908.955224,349304494.572592,275613747.150611,361625478.697422,315408830.786974,312624470.149254,285995908.955224,349304494.572592,275613747.150611,361625478.697422,232456308.29,230404234.5,210778984.9,257437412.5,203127331.65,266517977.8,3.15e+08,3.13e+08,2.86e+08,3.49e+08,2.76e+08,3.62e+08,3.15e+08,3.13e+08,2.86e+08,3.49e+08,2.76e+08,3.62e+08,2.32e+08,2.3e+08,2.11e+08,2.57e+08,2.03e+08,2.67e+08,1,1,1,1,1,FALSE,FALSE
"Black-tailed Gnatcatcher",7520,24634698.3039574,23446980.3791154,18254592.9497838,33187076.1556368,15951282.7569006,36718683.8210841,24634698.3039574,23446980.3791154,18254592.9497838,33187076.1556368,15951282.7569006,36718683.8210841,7407653.78,7050507,5489156.1,9979353.8,4796550.725,11041308.225,24600000,23400000,18300000,33200000,1.6e+07,36700000,24600000,23400000,18300000,33200000,1.6e+07,36700000,7410000,7050000,5490000,9980000,4800000,1.1e+07,2,2,2,2,2,FALSE,FALSE
"California Gnatcatcher",7530,337197.624190065,283963.282937365,52652.2678185745,626872.570194384,0,991027.537796976,337197.624190065,283963.282937365,52652.2678185745,626872.570194384,0,991027.537796976,15612.25,13147.5,2437.8,29024.2,0,45884.575,337000,284000,52700,627000,0,991000,337000,284000,52700,627000,0,991000,15600,13100,2440,29000,0,45900,4,4,3,5,3,FALSE,FALSE
"Townsend's Solitaire",7540,947259.74025974,947076.874738165,837480.728948471,1055132.06954336,776255.105781315,1162002.5921659,947259.74025974,947076.874738165,837480.728948471,1055132.06954336,776255.105781315,1162002.5921659,904443.6,904269,799626.6,1007440.1,741168.375,1109480.075,947000,947000,837000,1060000,776000,1160000,947000,947000,837000,1060000,776000,1160000,904000,904000,8e+05,1010000,741000,1110000,3,3,3,3,3,FALSE,FALSE
"Wood Thrush",7550,12346904.75,12345046.5,11487119.5,13417745.2,11110725,13649077.825,12346904.75,12345046.5,11487119.5,13417745.2,11110725,13649077.825,12346904.75,12345046.5,11487119.5,13417745.2,11110725,13649077.825,12300000,12300000,11500000,13400000,11100000,13600000,12300000,12300000,11500000,13400000,11100000,13600000,12300000,12300000,11500000,13400000,11100000,13600000,2,2,2,2,2,FALSE,FALSE
"Veery",7560,11400185.66,11480746,10169477.8,12647501.5,9425805,13357922.05,11400185.66,11480746,10169477.8,12647501.5,9425805,13357922.05,11400185.66,11480746,10169477.8,12647501.5,9425805,13357922.05,11400000,11500000,10200000,12600000,9430000,13400000,11400000,11500000,10200000,12600000,9430000,13400000,11400000,11500000,10200000,12600000,9430000,13400000,2,2,2,2,2,FALSE,FALSE
"Gray-cheeked Thrush",7570,35820727.2111111,35307361.6666667,28709328.4444444,44290120,24451281.2777778,48057555.1666667,32238654.49,31776625.5,25838395.6,39861108,22006153.15,43251799.65,32238654.49,31776625.5,25838395.6,39861108,22006153.15,43251799.65,35800000,35300000,28700000,44300000,24500000,48100000,32200000,31800000,25800000,39900000,2.2e+07,43300000,32200000,31800000,25800000,39900000,2.2e+07,43300000,2,2,2,2,2,FALSE,FALSE
"Swainson's Thrush",7580,122705290.75,123151496,110454818.9,137356506.6,102381528.7,141635623.425,122705290.75,123151496,110454818.9,137356506.6,102381528.7,141635623.425,122705290.75,123151496,110454818.9,137356506.6,102381528.7,141635623.425,1.23e+08,1.23e+08,1.1e+08,1.37e+08,1.02e+08,1.42e+08,1.23e+08,1.23e+08,1.1e+08,1.37e+08,1.02e+08,1.42e+08,1.23e+08,1.23e+08,1.1e+08,1.37e+08,1.02e+08,1.42e+08,1,1,1,1,1,FALSE,FALSE
"Hermit Thrush",7590,55575010.4610461,54589639.9639964,46654515.7515752,65713512.2512251,44901602.0352035,74073546.7296729,55575010.4610461,54589639.9639964,46654515.7515752,65713512.2512251,44901602.0352035,74073546.7296729,55569452.96,54584181,46649850.3,65706940.9,44897111.875,74066139.375,55600000,54600000,46700000,65700000,44900000,74100000,55600000,54600000,46700000,65700000,44900000,74100000,55600000,54600000,46600000,65700000,44900000,74100000,1,2,1,2,1,FALSE,FALSE
"American Robin",7610,352111871.00732,351645763.480771,334315351.376431,371884468.295701,328172931.178472,380936709.866997,352111871.00732,351645763.480771,334315351.376431,371884468.295701,328172931.178472,380936709.866997,341513303.69,341061226,324252459.3,360690745.8,318294925.95,369470514.9,3.52e+08,3.52e+08,3.34e+08,3.72e+08,3.28e+08,3.81e+08,3.52e+08,3.52e+08,3.34e+08,3.72e+08,3.28e+08,3.81e+08,3.42e+08,3.41e+08,3.24e+08,3.61e+08,3.18e+08,3.69e+08,1,1,1,1,1,FALSE,FALSE
"Varied Thrush",7630,32146069.2,32213806,25845681.5,38279453.7,23009474.15,40101219.35,32146069.2,32213806,25845681.5,38279453.7,23009474.15,40101219.35,32146069.2,32213806,25845681.5,38279453.7,23009474.15,40101219.35,32100000,32200000,25800000,38300000,2.3e+07,40100000,32100000,32200000,25800000,38300000,2.3e+07,40100000,32100000,32200000,25800000,38300000,2.3e+07,40100000,2,2,2,2,2,FALSE,FALSE
"Bluethroat",7640,15663955.1724138,13839482.7586207,6412358.62068965,28201727.5862069,3436591.37931034,36308506.8965517,454254.7,401345,185958.4,817850.1,99661.15,1052946.7,454254.7,401345,185958.4,817850.1,99661.15,1052946.7,15700000,13800000,6410000,28200000,3440000,36300000,454000,401000,186000,818000,99700,1050000,454000,401000,186000,818000,99700,1050000,2,2,2,3,2,FALSE,FALSE
"Northern Wheatear",7650,175601.5,154620,61266,315856,31340.75,397816.75,17560.15,15462,6126.6,31585.6,3134.075,39781.675,17560.15,15462,6126.6,31585.6,3134.075,39781.675,176000,155000,61300,316000,31300,398000,17600,15500,6130,31600,3130,39800,17600,15500,6130,31600,3130,39800,4,4,4,5,4,FALSE,FALSE
"Eastern Bluebird",7660,22432924.4146006,22432985.5371901,21521835.2846648,23299039.4857668,21040919.8232323,24006297.0615243,22432924.4146006,22432985.5371901,21521835.2846648,23299039.4857668,21040919.8232323,24006297.0615243,19543563.75,19543617,18749822.9,20298123.2,18330849.35,20914286,22400000,22400000,21500000,23300000,2.1e+07,2.4e+07,22400000,22400000,21500000,23300000,2.1e+07,2.4e+07,19500000,19500000,18700000,20300000,18300000,20900000,2,2,2,2,2,FALSE,FALSE
"Western Bluebird",7670,8358757.57441137,8372826.15134014,7113080.55678957,9449536.65037761,6677276.80290241,9954341.4408411,8358757.57441137,8372826.15134014,7113080.55678957,9449536.65037761,6677276.80290241,9954341.4408411,5644668.99,5654169.5,4803463.3,6381272.1,4509165.025,6722166.775,8360000,8370000,7110000,9450000,6680000,9950000,8360000,8370000,7110000,9450000,6680000,9950000,5640000,5650000,4800000,6380000,4510000,6720000,2,2,2,2,2,FALSE,FALSE
"Mountain Bluebird",7680,5166798.93,5099515,4501020.6,5878978.7,4345507.575,6222927.975,5166798.93,5099515,4501020.6,5878978.7,4345507.575,6222927.975,5166798.93,5099515,4501020.6,5878978.7,4345507.575,6222927.975,5170000,5100000,4500000,5880000,4350000,6220000,5170000,5100000,4500000,5880000,4350000,6220000,5170000,5100000,4500000,5880000,4350000,6220000,2,3,2,3,2,FALSE,FALSE
"Eurasian Collared-Dove",22860,279331609.259259,277121152.263375,260707279.835391,304272619.341564,252935281.378601,313711441.358025,13980964.1709578,13870327.4974253,13048788.6714727,15229298.9701339,12659788.5427394,15701726.1071061,13575516.21,13468088,12670373.8,14787649.3,12292654.675,15246376.05,2.79e+08,2.77e+08,2.61e+08,3.04e+08,2.53e+08,3.14e+08,1.4e+07,13900000,1.3e+07,15200000,12700000,15700000,13600000,13500000,12700000,14800000,12300000,15200000,1,1,1,1,1,FALSE,FALSE
