cn,aou,TimeAdj.meanlog,Dist2,Pair2,order,family,genus,family_TimeAdj.meanlog,family_Dist2,family_Pair2,genus_TimeAdj.meanlog,genus_Dist2,genus_Pair2,order_TimeAdj.meanlog,order_Dist2,order_Pair2,Pair2_final,Dist2_final,TimeAdj.meanlog_final,C_t,C_d,C_p,PIF_adj_birds_km2
Northern Shoveler,1420,0.11111103724653332,NA,NA,Anseriformes,Anatidae,Spatula,0.2732784625406588,187.5,1.5,0.09274528899464034,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.11111103724653332,1.1175189861967925,0.15915507752443822,1.5,0.2667882313247732
Red-breasted Merganser,1300,0.483843764758765,NA,NA,Anseriformes,Anatidae,Mergus,0.2732784625406588,187.5,1.5,0.44406404281840406,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.483843764758765,1.6222981657062525,0.1810831104278053,1.5,0.44065619683111695
Redhead,1460,0.12308756628985144,NA,NA,Anseriformes,Anatidae,Aythya,0.2732784625406588,187.5,1.5,0.20231947287601318,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.12308756628985144,1.130983452636338,0.15915507752443822,1.5,0.2700026386247898
Ring-necked Duck,1500,0.5441940902429274,NA,NA,Anseriformes,Anatidae,Aythya,0.2732784625406588,187.5,1.5,0.20231947287601318,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.5441940902429274,1.723219063561939,0.15915507752443822,1.5,0.4113885954791854
Sandhill Crane,2060,0.3648965629407037,NA,NA,Gruiformes,Gruidae,Antigone,0.3648965629407037,NA,NA,0.3648965629407037,NA,NA,0.281796248992588,146.42857142857142,1.7857142857142858,1.7857142857142858,146.42857142857142,0.3648965629407037,1.4403650133222652,0.2969127442692675,1.7857142857142858,0.7636834443838462
Solitary Sandpiper,2560,0.24034229568027285,NA,NA,Charadriiformes,Scolopacidae,Tringa,0.603216923119887,NA,NA,0.1918977852421416,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.24034229568027285,1.2716843678964087,0.05648600306888166,1.5,0.10774855066146806
Spotted Sandpiper,2630,0.25884339899953657,NA,NA,Charadriiformes,Scolopacidae,Actitis,0.603216923119887,NA,NA,0.25884339899953657,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.25884339899953657,1.2954309231641286,0.05648600306888166,1.5,0.10976057265205974
Trumpeter Swan,1810,0.23989996599434857,NA,NA,Anseriformes,Anatidae,Cygnus,0.2732784625406588,187.5,1.5,0.23989996599434857,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.23989996599434857,1.2711219885370744,0.1810831104278053,1.5,0.34526808512620577
Upland Sandpiper,2610,0.22341494458767008,NA,NA,Charadriiformes,Scolopacidae,Bartramia,0.603216923119887,NA,NA,0.22341494458767008,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.22341494458767008,1.250339287629933,0.05648600306888166,1.5,0.10594000325731155
Willet,2580,0.17792030334130948,NA,NA,Charadriiformes,Scolopacidae,Tringa,0.603216923119887,NA,NA,0.1918977852421416,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.17792030334130948,1.1947301014433795,0.05648600306888166,1.5,0.10122829226492404
Wilson's Phalarope,2240,0.4623492446989106,NA,NA,Charadriiformes,Scolopacidae,Phalaropus,0.603216923119887,NA,NA,0.4623492446989106,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.4623492446989106,1.5877997370445187,0.05648600306888166,1.5,0.13453269122919928
Wilson's Snipe,2300,0.48433045238703487,NA,NA,Charadriiformes,Scolopacidae,Gallinago,0.603216923119887,NA,NA,0.48433045238703487,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.48433045238703487,1.6230879103167437,0.05648600306888166,1.5,0.13752262302482446
Wood Stork,1880,0.9924360098156724,NA,NA,Ciconiiformes,Ciconiidae,Mycteria,0.9924360098156724,NA,NA,0.9924360098156724,NA,NA,0.9924360098156724,NA,NA,1,400,0.9924360098156724,2.6977983375142567,0.039788769381109555,1,0.10734207588809552
